ReviewID,CustomerID,ReviewDate,Rating,ProductID,ReviewText,SentimentScores,SentimentCategory,SentimentBucket
293,25,2023-02-14,3,13,Not worth  the money.,-0.1695,Mixed Negative,-0.49 to 0.0
294,63,2023-11-09,3,13,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
295,61,2024-10-13,3,6,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
296,85,2023-12-13,4,18,The  quality is top-notch.,0.0,Positive,0.0 to 0.49
297,92,2023-08-06,3,16,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
298,41,2025-06-13,4,15,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
299,93,2024-02-01,1,13,Product did not meet my expectations.,0.0,Negative,0.0 to 0.49
300,22,2023-05-09,2,18,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
301,6,2023-05-30,4,7,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
302,64,2024-10-08,5,19,The quality is top-notch.,0.0,Positive,0.0 to 0.49
303,20,2024-04-25,4,10,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
304,66,2023-02-01,3,14,"Average  experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
305,87,2023-08-25,4,7,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
306,52,2025-07-19,3,8,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
307,63,2025-01-08,5,16,Exceeded my expectations!,0.0,Positive,0.0 to 0.49
308,90,2023-04-02,5,14,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
309,70,2023-02-02,3,11,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
310,40,2024-11-30,5,1,Exceeded my expectations!,0.0,Positive,0.0 to 0.49
311,52,2023-11-14,4,11,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
312,90,2023-11-05,2,3,The product arrived late.,0.0,Negative,0.0 to 0.49
313,13,2024-01-14,4,3,"I  love this product, will buy again!",0.6696,Positive,0.5 to 1.0
314,22,2025-10-06,2,17,Product did not meet my expectations.,0.0,Negative,0.0 to 0.49
315,32,2025-06-13,4,7,The quality is top-notch.,0.0,Positive,0.0 to 0.49
316,48,2025-08-15,5,4,Five stars for the quick  delivery.,0.0,Positive,0.0 to 0.49
317,15,2023-08-04,3,6,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
318,97,2023-12-15,4,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
319,86,2024-12-11,5,6,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
320,79,2023-02-24,4,17,The quality is top-notch.,0.0,Positive,0.0 to 0.49
321,58,2024-04-17,4,12,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
322,76,2024-12-01,4,13,"Great  purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
323,47,2023-04-24,4,4,Shipping was  fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
324,89,2024-07-08,4,5,Shipping was fast and the item  was well-packaged.,0.0,Positive,0.0 to 0.49
325,78,2023-04-17,4,6,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
326,17,2024-06-15,4,14,The quality is top-notch.,0.0,Positive,0.0 to 0.49
327,95,2023-08-25,4,8,The quality is top-notch.,0.0,Positive,0.0 to 0.49
328,100,2024-02-20,2,13,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
329,6,2024-12-07,3,9,The quality is top-notch.,0.0,Neutral,0.0 to 0.49
330,22,2023-03-18,4,14,The quality is top-notch.,0.0,Positive,0.0 to 0.49
331,68,2023-08-17,5,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
332,2,2024-11-06,5,10,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
333,87,2024-06-02,4,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
334,70,2025-04-14,5,9,Five stars for the quick  delivery.,0.0,Positive,0.0 to 0.49
335,75,2024-03-12,5,14,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
336,8,2024-02-07,2,8,The product arrived late.,0.0,Negative,0.0 to 0.49
337,32,2024-05-22,3,19,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
338,98,2023-01-22,2,4,The product arrived late.,0.0,Negative,0.0 to 0.49
339,38,2025-01-11,5,2,Exceeded my  expectations!,0.0,Positive,0.0 to 0.49
340,95,2025-09-16,5,17,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
341,62,2024-11-04,2,3,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
342,19,2025-06-15,4,4,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
343,84,2025-04-13,3,4,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
344,21,2025-11-02,3,10,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
345,48,2024-07-24,4,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
346,84,2025-06-27,5,15,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
347,75,2025-08-19,1,16,Disappointed  with the performance.,-0.4767,Negative,-0.49 to 0.0
348,52,2024-03-05,2,13,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
349,26,2024-11-19,3,11,"I love this product, will buy again!",0.6696,Mixed Positive,0.5 to 1.0
350,57,2025-08-22,3,6,Not  worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
351,55,2023-05-02,3,5,"The product is okay, but  the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
352,43,2025-12-22,3,11,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
353,36,2025-09-08,5,15,"Great  purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
354,50,2024-01-03,2,18,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
355,59,2024-03-04,2,9,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
356,86,2023-11-23,1,14,The product arrived late.,0.0,Negative,0.0 to 0.49
357,1,2024-04-01,4,3,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
358,13,2023-11-20,3,15,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
359,79,2024-05-04,5,15,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
360,33,2025-09-09,5,15,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
361,71,2024-02-12,5,7,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
362,33,2024-02-11,3,11,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
363,17,2025-04-15,4,15,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
364,46,2024-04-26,5,8,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
365,90,2025-10-24,3,20,"Good quality, but could be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
366,46,2023-11-14,5,7,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
367,96,2024-07-02,3,1,Not worth the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
368,34,2025-05-11,1,8,"Not satisfied, the product broke after a week.",-0.6288,Negative,-1.0 to -0.5
369,48,2024-12-19,4,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
370,73,2023-04-13,4,6,The quality is top-notch.,0.0,Positive,0.0 to 0.49
371,29,2024-01-20,2,1,Product did not meet my expectations.,0.0,Negative,0.0 to 0.49
372,91,2023-05-10,4,6,"I love this product, will  buy again!",0.6696,Positive,0.5 to 1.0
373,92,2025-07-12,1,14,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
374,89,2023-02-08,1,12,The product  stopped working after a month.,-0.2263,Negative,-0.49 to 0.0
375,73,2024-12-16,5,4,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
376,38,2023-07-03,3,6,"Good quality,  but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
377,77,2023-11-29,5,4,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
378,64,2024-03-20,2,9,The product arrived  late.,0.0,Negative,0.0 to 0.49
379,62,2023-01-27,5,4,The  quality is top-notch.,0.0,Positive,0.0 to 0.49
380,52,2024-02-23,4,4,"I love  this product, will buy again!",0.6696,Positive,0.5 to 1.0
381,45,2024-01-24,3,4,"Good quality, but  could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
382,38,2023-09-03,4,7,"Good quality,  but could be cheaper.",0.2382,Positive,0.0 to 0.49
383,54,2024-09-05,5,13,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
384,20,2025-06-04,3,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
385,81,2023-06-09,4,5,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
386,86,2024-04-09,3,5,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
387,42,2025-03-29,5,14,Shipping was fast and the  item was well-packaged.,0.0,Positive,0.0 to 0.49
388,99,2025-12-10,1,1,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
389,14,2024-09-14,5,2,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
390,30,2023-05-22,3,10,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
391,98,2024-01-05,3,20,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
392,93,2023-06-29,5,11,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
393,6,2024-04-18,2,20,Product did not meet my expectations.,0.0,Negative,0.0 to 0.49
394,7,2024-10-19,3,4,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
395,35,2025-04-12,4,9,The quality is top-notch.,0.0,Positive,0.0 to 0.49
396,75,2025-09-12,3,6,"Good  quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
397,11,2024-04-23,4,14,The quality is top-notch.,0.0,Positive,0.0 to 0.49
398,17,2023-09-02,5,7,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
399,68,2024-07-21,3,1,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
400,42,2023-06-30,3,10,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
401,93,2024-04-13,4,18,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
402,68,2025-12-16,4,12,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
403,53,2023-06-18,3,14,"Good quality, but  could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
404,90,2025-06-04,4,7,The quality is top-notch.,0.0,Positive,0.0 to 0.49
405,43,2025-09-10,5,4,Exceeded my  expectations!,0.0,Positive,0.0 to 0.49
406,11,2025-12-15,5,9,Exceeded my expectations!,0.0,Positive,0.0 to 0.49
407,79,2023-01-12,2,11,Disappointed with the  performance.,-0.4767,Negative,-0.49 to 0.0
408,17,2023-12-12,5,4,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
409,59,2023-02-22,5,19,"I love this product, will buy  again!",0.6696,Positive,0.5 to 1.0
410,83,2023-01-11,1,1,Product did not meet my expectations.,0.0,Negative,0.0 to 0.49
411,32,2023-03-05,3,15,"The product is okay, but the  instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
412,83,2024-05-10,4,7,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
413,60,2023-08-24,5,12,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
414,59,2025-07-31,4,14,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
415,97,2025-06-04,2,8,Disappointed with the  performance.,-0.4767,Negative,-0.49 to 0.0
416,15,2023-04-19,5,17,The quality is top-notch.,0.0,Positive,0.0 to 0.49
417,9,2024-11-28,3,16,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
418,94,2025-03-02,1,2,"Not satisfied, the product broke after a  week.",-0.6288,Negative,-1.0 to -0.5
419,68,2025-09-01,1,6,The color was different from what was shown.,0.0,Negative,0.0 to 0.49
420,18,2023-06-10,5,11,"I love this  product, will buy again!",0.6696,Positive,0.5 to 1.0
421,75,2025-08-18,5,13,The quality is top-notch.,0.0,Positive,0.0 to 0.49
422,81,2025-09-30,4,17,The quality is top-notch.,0.0,Positive,0.0 to 0.49
423,76,2023-08-01,2,18,Product did not meet my expectations.,0.0,Negative,0.0 to 0.49
424,53,2024-03-21,4,11,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
425,89,2025-03-04,2,6,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
426,74,2024-04-07,4,17,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
427,81,2025-08-20,4,11,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
428,58,2025-01-17,5,9,The build  quality is impressive.,0.5106,Positive,0.5 to 1.0
429,71,2023-06-08,4,2,Customer  support was very helpful.,0.6997,Positive,0.5 to 1.0
430,99,2025-08-03,2,9,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
431,94,2023-02-10,3,11,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
432,31,2025-02-14,4,18,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
433,72,2025-06-11,5,2,The quality is top-notch.,0.0,Positive,0.0 to 0.49
434,7,2023-02-25,5,18,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
435,65,2023-02-28,5,1,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
436,11,2024-01-03,4,1,Shipping was fast  and the item was well-packaged.,0.0,Positive,0.0 to 0.49
437,73,2023-06-24,5,4,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
438,72,2023-09-13,5,20,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
439,67,2025-11-11,3,11,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
440,93,2023-07-22,3,7,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
441,12,2023-09-03,1,6,Product did  not meet my expectations.,0.0,Negative,0.0 to 0.49
442,28,2025-04-06,1,8,The product stopped working after a month.,-0.2263,Negative,-0.49 to 0.0
443,37,2024-01-19,3,13,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
444,22,2023-10-20,5,16,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
445,25,2023-05-27,3,14,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
446,84,2025-06-10,5,14,The quality is top-notch.,0.0,Positive,0.0 to 0.49
447,38,2024-08-19,4,2,Shipping  was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
448,75,2025-12-25,4,12,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
449,43,2024-03-10,5,14,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
450,92,2024-08-04,5,4,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
451,68,2023-04-18,5,11,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
452,42,2024-08-28,4,19,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
453,100,2023-04-23,4,2,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
454,27,2025-09-17,4,9,Customer support  was very helpful.,0.6997,Positive,0.5 to 1.0
455,79,2024-07-30,3,20,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
456,2,2024-01-09,2,1,Product did not meet my expectations.,0.0,Negative,0.0 to 0.49
457,29,2024-12-12,3,1,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
458,42,2025-07-05,4,20,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
459,90,2023-06-16,4,17,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
460,92,2025-08-09,4,16,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
461,66,2025-10-11,4,5,The quality is top-notch.,0.0,Positive,0.0 to 0.49
462,85,2023-02-02,5,14,The  build quality is impressive.,0.5106,Positive,0.5 to 1.0
463,5,2025-11-02,3,2,"Great purchase, very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0
464,73,2024-05-28,4,11,"Great purchase, very  satisfied.",0.8016,Positive,0.5 to 1.0
465,43,2025-12-14,1,12,Disappointed  with the performance.,-0.4767,Negative,-0.49 to 0.0
466,49,2023-02-16,5,16,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
467,29,2023-07-16,3,16,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
468,12,2024-01-09,5,12,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
469,54,2023-10-06,4,13,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
470,46,2025-10-24,4,1,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
471,88,2024-04-26,5,4,The quality is top-notch.,0.0,Positive,0.0 to 0.49
472,69,2024-12-05,4,8,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
473,7,2024-08-03,1,19,The product arrived late.,0.0,Negative,0.0 to 0.49
474,47,2025-05-31,3,20,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
475,74,2023-04-18,4,20,The quality is top-notch.,0.0,Positive,0.0 to 0.49
476,54,2023-12-12,4,10,Customer support  was very helpful.,0.6997,Positive,0.5 to 1.0
477,91,2025-04-25,4,10,The  quality is top-notch.,0.0,Positive,0.0 to 0.49
478,79,2023-07-23,5,6,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
479,7,2024-12-28,4,13,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
480,90,2023-07-22,5,9,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
481,21,2024-12-02,4,2,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
482,49,2025-07-11,5,10,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
483,28,2024-06-29,2,20,The product arrived late.,0.0,Negative,0.0 to 0.49
484,36,2023-08-22,1,10,The product arrived late.,0.0,Negative,0.0 to 0.49
485,66,2025-06-10,5,18,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
486,44,2024-01-20,3,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
487,78,2025-05-01,1,3,I had a bad experience with this product.,-0.5423,Negative,-1.0 to -0.5
488,89,2025-02-24,5,12,Exceeded my expectations!,0.0,Positive,0.0 to 0.49
489,15,2023-11-09,4,8,Five stars  for the quick delivery.,0.0,Positive,0.0 to 0.49
490,46,2025-07-05,4,11,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
491,59,2023-06-22,4,6,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
492,94,2025-03-19,2,20,"The product is okay, but the instructions were unclear.",-0.2617,Negative,-0.49 to 0.0
493,26,2024-07-16,5,2,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
494,2,2025-05-25,5,13,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
495,56,2023-04-26,4,7,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
496,87,2024-01-29,5,1,Exceeded my expectations!,0.0,Positive,0.0 to 0.49
497,90,2024-02-21,4,6,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
498,81,2025-01-17,3,17,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
499,72,2024-08-26,4,6,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
500,57,2025-12-20,2,9,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
501,39,2023-12-01,4,12,Customer support was  very helpful.,0.6997,Positive,0.5 to 1.0
502,5,2025-11-10,2,1,Product  did not meet my expectations.,0.0,Negative,0.0 to 0.49
503,5,2024-07-03,2,16,Product did not meet  my expectations.,0.0,Negative,0.0 to 0.49
504,35,2024-01-18,4,8,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
505,82,2024-07-11,5,2,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
506,80,2025-10-19,2,8,"Average experience,  nothing special.",-0.3089,Negative,-0.49 to 0.0
507,66,2024-12-10,3,3,Customer support  was very helpful.,0.6997,Mixed Positive,0.5 to 1.0
508,64,2025-01-19,3,14,"Good quality, but could be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
509,5,2024-05-25,5,11,The quality is top-notch.,0.0,Positive,0.0 to 0.49
510,20,2024-11-05,4,6,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
511,55,2025-04-01,1,15,Not  worth the money.,-0.1695,Negative,-0.49 to 0.0
512,11,2025-01-15,3,1,Shipping was fast and the item was well-packaged.,0.0,Neutral,0.0 to 0.49
513,21,2025-11-09,5,3,Amazing value  for the price.,0.7351,Positive,0.5 to 1.0
514,72,2023-06-18,2,15,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
515,89,2024-12-06,3,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
516,46,2025-01-03,4,18,The quality  is top-notch.,0.0,Positive,0.0 to 0.49
517,29,2024-03-30,5,4,"Great purchase, very  satisfied.",0.8016,Positive,0.5 to 1.0
518,17,2024-04-27,4,12,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
519,58,2023-03-06,3,4,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
520,63,2024-08-24,3,1,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
521,47,2024-03-31,2,5,Product did not meet my expectations.,0.0,Negative,0.0 to 0.49
522,8,2023-08-04,1,10,Product  did not meet my expectations.,0.0,Negative,0.0 to 0.49
523,8,2023-12-07,5,12,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
524,27,2025-09-01,4,4,The quality is top-notch.,0.0,Positive,0.0 to 0.49
525,1,2023-11-23,4,1,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
526,74,2025-05-20,3,3,"Good  quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
527,27,2024-07-03,3,14,Not worth  the money.,-0.1695,Mixed Negative,-0.49 to 0.0
528,81,2024-11-09,5,16,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
529,19,2025-05-05,4,11,Five stars  for the quick delivery.,0.0,Positive,0.0 to 0.49
530,48,2025-11-24,5,10,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
531,65,2024-07-21,5,3,Exceeded my expectations!,0.0,Positive,0.0 to 0.49
532,6,2023-05-30,5,6,The quality is top-notch.,0.0,Positive,0.0 to 0.49
533,92,2024-04-06,4,6,The quality is top-notch.,0.0,Positive,0.0 to 0.49
534,41,2025-07-02,4,2,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
535,85,2023-03-25,4,13,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
536,33,2024-12-29,2,19,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
537,8,2023-03-11,4,9,Shipping was fast and the item  was well-packaged.,0.0,Positive,0.0 to 0.49
538,29,2025-11-12,4,16,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
539,74,2024-12-02,4,17,The quality is top-notch.,0.0,Positive,0.0 to 0.49
540,28,2025-12-09,3,18,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
541,73,2025-08-08,5,20,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
542,49,2023-07-11,1,5,"Not  satisfied, the product broke after a week.",-0.6288,Negative,-1.0 to -0.5
543,64,2023-10-31,5,17,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
544,65,2023-10-29,5,6,The quality is top-notch.,0.0,Positive,0.0 to 0.49
545,45,2024-06-11,4,13,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
546,33,2024-11-14,5,1,Exceeded my expectations!,0.0,Positive,0.0 to 0.49
547,28,2024-05-28,1,11,The product arrived late.,0.0,Negative,0.0 to 0.49
548,40,2023-01-11,5,12,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
549,73,2025-04-06,4,15,Five stars for the quick  delivery.,0.0,Positive,0.0 to 0.49
550,51,2024-10-07,3,12,Shipping was fast and the item was well-packaged.,0.0,Neutral,0.0 to 0.49
551,45,2025-04-17,3,2,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
552,68,2023-07-28,4,1,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
553,60,2025-04-26,5,20,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
554,18,2024-08-16,2,1,The product arrived late.,0.0,Negative,0.0 to 0.49
555,69,2025-11-24,5,18,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
556,91,2025-01-04,4,6,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
557,55,2024-07-28,3,10,"Great purchase,  very satisfied.",0.8016,Mixed Positive,0.5 to 1.0
558,83,2025-02-11,4,13,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
559,46,2024-05-16,4,12,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
560,24,2024-11-08,5,6,Exceeded my expectations!,0.0,Positive,0.0 to 0.49
561,6,2025-02-27,1,5,The product stopped working after a month.,-0.2263,Negative,-0.49 to 0.0
562,41,2024-02-25,3,5,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
563,86,2025-02-27,4,13,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
564,9,2025-10-13,5,12,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
565,60,2024-06-30,1,20,"Terrible customer service, would not  buy again.",-0.4767,Negative,-0.49 to 0.0
566,89,2025-08-15,4,10,Five  stars for the quick delivery.,0.0,Positive,0.0 to 0.49
567,78,2024-02-21,5,16,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
568,17,2024-08-04,4,13,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
569,58,2024-07-17,5,9,Exceeded my  expectations!,0.0,Positive,0.0 to 0.49
570,50,2025-04-29,4,15,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
571,2,2024-10-15,3,8,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
572,37,2025-04-23,4,16,"Great purchase, very  satisfied.",0.8016,Positive,0.5 to 1.0
573,57,2024-04-27,4,8,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
574,72,2025-10-13,5,9,Shipping was fast and the item was well-packaged.,0.0,Positive,0.0 to 0.49
575,93,2025-09-19,5,14,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
576,71,2025-10-04,5,9,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
577,65,2024-04-18,4,9,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
578,32,2023-08-01,5,15,The quality is top-notch.,0.0,Positive,0.0 to 0.49
579,24,2024-01-16,4,8,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
580,48,2025-04-15,3,1,"Average  experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
581,69,2024-03-19,4,18,The quality is top-notch.,0.0,Positive,0.0 to 0.49
582,65,2023-01-29,5,9,Exceeded my  expectations!,0.0,Positive,0.0 to 0.49
583,88,2025-07-03,5,8,Five stars for the quick delivery.,0.0,Positive,0.0 to 0.49
584,70,2024-12-04,4,20,Exceeded my expectations!,0.0,Positive,0.0 to 0.49
585,87,2025-10-23,4,12,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
